WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-16,WTA500,Indoor,Clay,1st Round,3,Noskova L.,Ostapenko J.,31.0,10.0,1643.0,3438.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,2.0,1.8,2.04,1.84,2.1,1.84,2.01,1.78
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-17,WTA500,Indoor,Clay,1st Round,3,Jabeur O.,Alexandrova E.,9.0,16.0,3658.0,2560.0,2.0,6.0,6.0,3.0,7.0,6.0,2.0,1.0,Completed,2.1,1.73,2.17,1.75,2.3,1.75,2.12,1.71
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-17,WTA500,Indoor,Clay,1st Round,3,Kostyuk M.,Siegemund L.,27.0,84.0,1911.0,848.0,6.0,3.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,1.67,2.2,1.75,2.16,1.75,2.21,1.7,2.14
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-17,WTA500,Indoor,Clay,1st Round,3,Potapova A.,Samsonova L.,36.0,17.0,1502.0,2550.0,6.0,4.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,2.0,1.8,2.02,1.85,2.03,1.88,1.95,1.83
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-17,WTA500,Indoor,Clay,1st Round,3,Raducanu E.,Kerber A.,303.0,332.0,236.0,201.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.4,3.0,1.42,3.02,1.44,3.11,1.4,2.9
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-17,WTA500,Indoor,Clay,2nd Round,3,Gauff C.,Vickery S.,3.0,134.0,7205.0,550.0,6.0,3.0,4.0,6.0,7.0,5.0,2.0,1.0,Completed,1.06,10.0,1.06,12.02,1.11,12.02,1.06,9.32
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-17,WTA500,Indoor,Clay,2nd Round,3,Sabalenka A.,Badosa P.,2.0,93.0,8045.0,777.0,7.0,6.0,4.0,6.0,3.0,3.0,1.0,1.0,Retired,1.36,3.2,1.35,3.49,1.36,3.49,1.33,3.24
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-18,WTA500,Indoor,Clay,2nd Round,3,Rybakina E.,Kudermetova V.,4.0,19.0,5848.0,2383.0,7.0,6.0,1.0,6.0,6.0,4.0,2.0,1.0,Completed,1.25,4.0,1.3,3.88,1.34,4.01,1.27,3.7
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-18,WTA500,Indoor,Clay,2nd Round,3,Vondrousova M.,Potapova A.,8.0,36.0,3895.0,1502.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.44,2.75,1.52,2.69,1.53,2.8,1.48,2.64
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-18,WTA500,Indoor,Clay,2nd Round,3,Paolini J.,Jabeur O.,14.0,9.0,2865.0,3658.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.73,2.1,1.75,2.18,1.75,2.25,1.7,2.14
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-18,WTA500,Indoor,Clay,2nd Round,3,Swiatek I.,Mertens E.,1.0,30.0,10835.0,1744.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.04,13.0,1.03,19.22,1.05,19.22,1.03,12.76
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-18,WTA500,Indoor,Clay,2nd Round,3,Raducanu E.,Noskova L.,303.0,31.0,236.0,1643.0,6.0,0.0,7.0,5.0,,,2.0,0.0,Completed,2.5,1.53,2.55,1.57,2.55,1.62,2.43,1.55
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-18,WTA500,Indoor,Clay,2nd Round,3,Kostyuk M.,Zheng Q.,27.0,7.0,1911.0,3995.0,6.0,2.0,4.0,6.0,7.0,5.0,2.0,1.0,Completed,3.4,1.33,3.59,1.33,3.85,1.36,3.37,1.32
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-19,WTA500,Indoor,Clay,Quarterfinals,3,Rybakina E.,Paolini J.,4.0,14.0,5848.0,2865.0,6.0,3.0,5.0,7.0,6.0,3.0,2.0,1.0,Completed,1.5,2.63,1.55,2.64,1.55,2.85,1.5,2.59
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-19,WTA500,Indoor,Clay,Quarterfinals,3,Vondrousova M.,Sabalenka A.,8.0,2.0,3895.0,8045.0,3.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,2.5,1.53,2.64,1.55,2.64,1.57,2.49,1.53
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-19,WTA500,Indoor,Clay,Quarterfinals,3,Swiatek I.,Raducanu E.,1.0,303.0,10835.0,236.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.11,6.5,1.09,9.71,1.12,9.71,1.09,7.42
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-19,WTA500,Indoor,Clay,Quarterfinals,3,Kostyuk M.,Gauff C.,27.0,3.0,1911.0,7205.0,3.0,6.0,6.0,4.0,7.0,6.0,2.0,1.0,Completed,2.75,1.44,2.83,1.49,2.83,1.5,2.72,1.45
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-20,WTA500,Indoor,Clay,Semifinals,3,Rybakina E.,Swiatek I.,4.0,1.0,5848.0,10835.0,6.0,3.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,4.5,1.2,4.93,1.22,4.97,1.23,4.47,1.2
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-20,WTA500,Indoor,Clay,Semifinals,3,Kostyuk M.,Vondrousova M.,27.0,8.0,1911.0,3895.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,3.0,1.4,2.99,1.45,3,1.47,2.84,1.42
19,Stuttgart,Porsche Tennis Grand Prix,2024-04-21,WTA500,Indoor,Clay,The Final,3,Rybakina E.,Kostyuk M.,4.0,27.0,5848.0,1911.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.3,3.5,1.36,3.43,1.39,3.5,1.34,3.24
20,Madrid,Mutua Madrid Open,2024-04-23,WTA1000,Outdoor,Clay,1st Round,3,Eala A.,Tsurenko L.,170.0,41.0,440.0,1363.0,2.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,4.33,1.22,4.28,1.26,4.53,1.26,4.14,1.23
20,Madrid,Mutua Madrid Open,2024-04-23,WTA1000,Outdoor,Clay,1st Round,3,Rus A.,Fruhvirtova B.,47.0,106.0,1222.0,729.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,2.0,1.8,1.97,1.92,2.04,1.92,1.97,1.82
20,Madrid,Mutua Madrid Open,2024-04-23,WTA1000,Outdoor,Clay,1st Round,3,Podoroska N.,Siniakova K.,66.0,40.0,1051.0,1377.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,2.2,1.67,2.2,1.74,2.28,1.74,2.17,1.68
20,Madrid,Mutua Madrid Open,2024-04-23,WTA1000,Outdoor,Clay,1st Round,3,Maria T.,Stearns P.,67.0,87.0,1019.0,798.0,6.0,7.0,6.0,2.0,7.0,6.0,2.0,1.0,Completed,2.63,1.5,2.82,1.48,2.82,1.5,2.72,1.46
20,Madrid,Mutua Madrid Open,2024-04-23,WTA1000,Outdoor,Clay,1st Round,3,Begu I.,Fruhvirtova L.,128.0,146.0,612.0,521.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.4,3.0,1.38,3.29,1.42,3.3,1.37,3.07
20,Madrid,Mutua Madrid Open,2024-04-23,WTA1000,Outdoor,Clay,1st Round,3,Potapova A.,Shnaider D.,39.0,61.0,1377.0,1079.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.73,2.1,1.81,2.1,1.81,2.2,1.72,2.11
20,Madrid,Mutua Madrid Open,2024-04-23,WTA1000,Outdoor,Clay,1st Round,3,Wang Xiy.,Bogdan A.,52.0,64.0,1174.0,1054.0,6.0,7.0,7.0,6.0,6.0,2.0,2.0,1.0,Completed,1.8,2.0,1.76,2.17,1.81,2.2,1.75,2.07
20,Madrid,Mutua Madrid Open,2024-04-23,WTA1000,Outdoor,Clay,1st Round,3,Schmiedlova A.,Kenin S.,68.0,60.0,1000.0,1080.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.8,1.95,1.93,2.01,1.93,1.92,1.88
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Bouzas Maneiro J.,Badosa P.,93.0,101.0,782.0,737.0,2.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,3.0,1.4,2.92,1.46,3,1.46,2.83,1.42
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Jimenez Kasintseva V.,Zhu L.,335.0,57.0,200.0,1097.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,2.3,1.62,2.23,1.72,2.45,1.72,2.34,1.59
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Sherif M.,Davis L.,72.0,166.0,924.0,448.0,4.0,6.0,7.0,6.0,6.0,4.0,2.0,1.0,Completed,1.3,3.5,1.34,3.52,1.35,4.0,1.29,3.54
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Putintseva Y.,Yuan Y.,50.0,37.0,1213.0,1480.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.38,1.58,2.52,1.62,2.6,1.55,2.44
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Stephens S.,Trevisan M.,33.0,76.0,1625.0,918.0,6.0,3.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,1.3,3.5,1.3,3.87,1.34,3.87,1.31,3.44
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Sorribes Tormo S.,Pera B.,55.0,79.0,1148.0,910.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,2.3,1.62,2.56,1.57,2.56,1.63,2.35,1.59
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Vekic D.,Siegemund L.,38.0,83.0,1443.0,849.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,2.1,1.73,2.27,1.7,2.27,1.84,2.11,1.72
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Osaka N.,Minnen G.,197.0,69.0,389.0,990.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.29,3.75,1.3,3.87,1.32,3.87,1.27,3.69
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Arango E.,Anisimova A.,121.0,241.0,635.0,312.0,1.0,6.0,6.0,4.0,7.0,6.0,2.0,1.0,Completed,4.0,1.25,4.3,1.26,4.5,1.29,4.09,1.23
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Rogers S.,Zhang S.,352.0,671.0,185.0,58.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.14,5.5,1.19,5.25,1.22,5.5,1.17,5.0
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Bucsa C.,Dart H.,75.0,86.0,919.0,809.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.36,3.2,1.37,3.32,1.4,3.32,1.37,3.08
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Wang Xin.,Tomova V.,42.0,81.0,1346.0,866.0,5.0,7.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,1.8,2.0,1.78,2.14,1.82,2.14,1.77,2.04
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Carle M.,Raducanu E.,82.0,221.0,853.0,343.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,4.0,1.25,4.3,1.26,4.3,1.31,3.79,1.26
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Linette M.,Cocciaretto E.,48.0,54.0,1218.0,1149.0,3.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,2.38,1.57,2.37,1.65,2.48,1.68,2.35,1.59
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Dolehide C.,Bai Z.,56.0,90.0,1142.0,787.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.75,1.49,2.77,1.5,3.0,1.46,2.69
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Errani S.,Wozniacki C.,100.0,117.0,742.0,655.0,3.0,6.0,7.0,5.0,7.0,5.0,2.0,1.0,Completed,3.2,1.36,3.39,1.36,3.39,1.4,3.16,1.35
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Bronzetti L.,Gracheva V.,46.0,91.0,1231.0,783.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.2,1.67,2.08,1.82,2.2,1.82,2.05,1.76
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Cristian J.,Frech M.,73.0,51.0,923.0,1195.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.62,2.3,1.68,2.3,1.68,2.32,1.63,2.25
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Krueger A.,Hibino N.,70.0,85.0,980.0,823.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.36,3.2,1.4,3.16,1.41,3.3,1.37,3.04
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Andreeva M.,Townsend T.,43.0,58.0,1317.0,1093.0,4.0,6.0,6.0,1.0,7.0,5.0,2.0,1.0,Completed,1.53,2.5,1.52,2.69,1.56,2.69,1.53,2.49
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Bejlek S.,Blinkova A.,136.0,45.0,554.0,1275.0,4.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,1.8,2.0,1.75,2.2,1.8,2.2,1.73,2.09
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Danilovic O.,Burel C.,122.0,44.0,635.0,1311.0,3.0,6.0,7.0,6.0,6.0,4.0,2.0,1.0,Completed,1.73,2.1,1.76,2.16,1.8,2.16,1.75,2.07
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Montgomery R.,Avanesyan E.,183.0,65.0,413.0,1053.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,2.75,1.44,2.77,1.5,2.88,1.52,2.67,1.46
20,Madrid,Mutua Madrid Open,2024-04-24,WTA1000,Outdoor,Clay,1st Round,3,Saville D.,Baptiste H.,96.0,110.0,751.0,704.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.8,2.0,1.84,2.06,1.88,2.1,1.79,2.01
20,Madrid,Mutua Madrid Open,2024-04-25,WTA1000,Outdoor,Clay,2nd Round,3,Keys M.,Begu I.,20.0,128.0,2298.0,612.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,1.73,2.1,1.78,2.15,1.79,2.3,1.72,2.12
20,Madrid,Mutua Madrid Open,2024-04-25,WTA1000,Outdoor,Clay,2nd Round,3,Azarenka V.,Maria T.,26.0,67.0,1969.0,1019.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.14,5.5,1.17,5.76,1.2,5.76,1.17,5.1
20,Madrid,Mutua Madrid Open,2024-04-25,WTA1000,Outdoor,Clay,2nd Round,3,Sakkari M.,Vekic D.,6.0,38.0,4195.0,1443.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.44,2.75,1.52,2.69,1.59,2.9,1.46,2.7
20,Madrid,Mutua Madrid Open,2024-04-25,WTA1000,Outdoor,Clay,2nd Round,3,Sorribes Tormo S.,Svitolina E.,55.0,18.0,1148.0,2457.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,2.75,1.44,2.92,1.46,2.92,1.58,2.73,1.45
20,Madrid,Mutua Madrid Open,2024-04-25,WTA1000,Outdoor,Clay,2nd Round,3,Yastremska D.,Arango E.,34.0,121.0,1597.0,635.0,0.0,6.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,1.44,2.75,1.52,2.68,1.52,2.8,1.47,2.66
20,Madrid,Mutua Madrid Open,2024-04-25,WTA1000,Outdoor,Clay,2nd Round,3,Navarro E.,Podoroska N.,23.0,66.0,2158.0,1051.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.36,3.2,1.39,3.21,1.42,3.21,1.37,3.09
20,Madrid,Mutua Madrid Open,2024-04-25,WTA1000,Outdoor,Clay,2nd Round,3,Ostapenko J.,Bouzas Maneiro J.,10.0,93.0,3438.0,782.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.57,2.38,1.67,2.32,1.68,2.6,1.59,2.34
20,Madrid,Mutua Madrid Open,2024-04-25,WTA1000,Outdoor,Clay,2nd Round,3,Samsonova L.,Osaka N.,17.0,197.0,2550.0,389.0,6.0,2.0,4.0,6.0,7.0,5.0,2.0,1.0,Completed,2.2,1.67,2.29,1.68,2.36,1.7,2.26,1.64
20,Madrid,Mutua Madrid Open,2024-04-25,WTA1000,Outdoor,Clay,2nd Round,3,Haddad Maia B.,Errani S.,14.0,100.0,2830.0,742.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.4,1.35,3.47,1.35,3.6,1.32,3.33
20,Madrid,Mutua Madrid Open,2024-04-25,WTA1000,Outdoor,Clay,2nd Round,3,Cirstea S.,Eala A.,30.0,170.0,1748.0,440.0,6.0,3.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,1.11,6.5,1.13,6.94,1.16,7.0,1.12,6.25
20,Madrid,Mutua Madrid Open,2024-04-25,WTA1000,Outdoor,Clay,2nd Round,3,Carle M.,Kudermetova V.,82.0,19.0,853.0,2383.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.75,1.44,2.76,1.5,3,1.51,2.76,1.44
20,Madrid,Mutua Madrid Open,2024-04-25,WTA1000,Outdoor,Clay,2nd Round,3,Gauff C.,Rus A.,3.0,47.0,7258.0,1222.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.11,6.5,1.17,5.78,1.18,7.3,1.12,6.04
20,Madrid,Mutua Madrid Open,2024-04-25,WTA1000,Outdoor,Clay,2nd Round,3,Jabeur O.,Schmiedlova A.,9.0,68.0,3533.0,1000.0,6.0,4.0,5.0,7.0,6.0,3.0,2.0,1.0,Completed,1.25,4.0,1.28,4.03,1.36,4.25,1.25,3.95
20,Madrid,Mutua Madrid Open,2024-04-25,WTA1000,Outdoor,Clay,2nd Round,3,Stephens S.,Mertens E.,33.0,29.0,1625.0,1794.0,3.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,1.62,2.3,1.64,2.39,1.7,2.39,1.64,2.25
20,Madrid,Mutua Madrid Open,2024-04-25,WTA1000,Outdoor,Clay,2nd Round,3,Fernandez L.A.,Potapova A.,35.0,39.0,1520.0,1377.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,2.2,1.67,2.3,1.68,2.3,1.73,2.19,1.67
20,Madrid,Mutua Madrid Open,2024-04-25,WTA1000,Outdoor,Clay,2nd Round,3,Swiatek I.,Wang Xiy.,1.0,52.0,10560.0,1174.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.03,15.0,1.03,22.84,1.03,22.84,1.02,14.68
20,Madrid,Mutua Madrid Open,2024-04-26,WTA1000,Outdoor,Clay,2nd Round,3,Garcia C.,Wang Xin.,24.0,42.0,2068.0,1346.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.4,3.0,1.36,3.37,1.42,3.37,1.37,3.04
20,Madrid,Mutua Madrid Open,2024-04-26,WTA1000,Outdoor,Clay,2nd Round,3,Rybakina E.,Bronzetti L.,4.0,46.0,6293.0,1231.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.07,9.0,1.08,10.35,1.12,10.46,1.07,8.53
20,Madrid,Mutua Madrid Open,2024-04-26,WTA1000,Outdoor,Clay,2nd Round,3,Andreeva M.,Noskova L.,43.0,31.0,1317.0,1674.0,4.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,1.73,2.1,1.74,2.2,1.9,2.2,1.71,2.11
20,Madrid,Mutua Madrid Open,2024-04-26,WTA1000,Outdoor,Clay,2nd Round,3,Pavlyuchenkova A.,Saville D.,22.0,96.0,2161.0,751.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.3,3.5,1.34,3.55,1.38,3.55,1.32,3.35
20,Madrid,Mutua Madrid Open,2024-04-26,WTA1000,Outdoor,Clay,2nd Round,3,Paolini J.,Jimenez Kasintseva V.,13.0,335.0,2938.0,200.0,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.13,6.0,1.14,6.58,1.17,6.77,1.13,5.75
20,Madrid,Mutua Madrid Open,2024-04-26,WTA1000,Outdoor,Clay,2nd Round,3,Sabalenka A.,Linette M.,2.0,48.0,7848.0,1218.0,6.0,4.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.13,6.0,1.15,6.3,1.15,6.3,1.13,5.85
20,Madrid,Mutua Madrid Open,2024-04-26,WTA1000,Outdoor,Clay,2nd Round,3,Kasatkina D.,Bucsa C.,11.0,75.0,3313.0,919.0,5.0,7.0,7.0,6.0,6.0,3.0,2.0,1.0,Completed,1.22,4.33,1.28,4.07,1.28,4.34,1.23,4.05
20,Madrid,Mutua Madrid Open,2024-04-26,WTA1000,Outdoor,Clay,2nd Round,3,Krueger A.,Alexandrova E.,70.0,16.0,980.0,2560.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.75,1.44,2.86,1.47,3.2,1.47,2.78,1.44
20,Madrid,Mutua Madrid Open,2024-04-26,WTA1000,Outdoor,Clay,2nd Round,3,Dolehide C.,Kalinina A.,56.0,32.0,1142.0,1666.0,6.0,7.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,3.0,1.4,2.95,1.45,3.8,1.45,2.92,1.4
20,Madrid,Mutua Madrid Open,2024-04-26,WTA1000,Outdoor,Clay,2nd Round,3,Sherif M.,Kostyuk M.,72.0,21.0,924.0,2235.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,4.5,1.2,4.8,1.22,4.8,1.23,4.42,1.2
20,Madrid,Mutua Madrid Open,2024-04-26,WTA1000,Outdoor,Clay,2nd Round,3,Putintseva Y.,Zheng Q.,50.0,8.0,1213.0,4000.0,7.0,5.0,2.0,0.0,,,1.0,0.0,Retired,3.2,1.36,3.29,1.38,3.29,1.38,3.13,1.35
20,Madrid,Mutua Madrid Open,2024-04-26,WTA1000,Outdoor,Clay,2nd Round,3,Cristian J.,Krejcikova B.,73.0,27.0,923.0,1942.0,2.0,6.0,6.0,0.0,6.0,2.0,2.0,1.0,Completed,2.38,1.57,2.46,1.61,3,1.61,2.42,1.56
20,Madrid,Mutua Madrid Open,2024-04-26,WTA1000,Outdoor,Clay,2nd Round,3,Bejlek S.,Kalinskaya A.,136.0,25.0,554.0,1971.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,2.75,1.44,2.84,1.48,3.1,1.48,2.76,1.44
20,Madrid,Mutua Madrid Open,2024-04-26,WTA1000,Outdoor,Clay,2nd Round,3,Vondrousova M.,Rogers S.,7.0,352.0,4090.0,185.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.13,6.0,1.15,6.3,1.2,6.3,1.15,5.44
20,Madrid,Mutua Madrid Open,2024-04-26,WTA1000,Outdoor,Clay,2nd Round,3,Montgomery R.,Boulter K.,183.0,28.0,413.0,1802.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,2.38,1.57,2.39,1.64,2.6,1.65,2.32,1.6
20,Madrid,Mutua Madrid Open,2024-04-26,WTA1000,Outdoor,Clay,2nd Round,3,Collins D.,Danilovic O.,15.0,122.0,2639.0,635.0,4.0,6.0,6.0,4.0,7.0,6.0,2.0,1.0,Completed,1.17,5.0,1.18,5.51,1.22,5.51,1.17,4.96
20,Madrid,Mutua Madrid Open,2024-04-27,WTA1000,Outdoor,Clay,3rd Round,3,Swiatek I.,Cirstea S.,1.0,30.0,10560.0,1748.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.03,15.0,1.04,19.14,1.05,19.14,1.03,12.9
20,Madrid,Mutua Madrid Open,2024-04-27,WTA1000,Outdoor,Clay,3rd Round,3,Sorribes Tormo S.,Azarenka V.,55.0,26.0,1148.0,1969.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,3.2,1.36,3.28,1.39,3.39,1.4,3.06,1.37
20,Madrid,Mutua Madrid Open,2024-04-27,WTA1000,Outdoor,Clay,3rd Round,3,Sakkari M.,Stephens S.,6.0,33.0,4195.0,1625.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.62,2.3,1.65,2.38,1.72,2.41,1.62,2.27
20,Madrid,Mutua Madrid Open,2024-04-27,WTA1000,Outdoor,Clay,3rd Round,3,Ostapenko J.,Carle M.,10.0,82.0,3438.0,853.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.75,1.44,3.01,1.48,3.01,1.43,2.78
20,Madrid,Mutua Madrid Open,2024-04-27,WTA1000,Outdoor,Clay,3rd Round,3,Jabeur O.,Fernandez L.A.,9.0,35.0,3533.0,1520.0,7.0,5.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,1.73,2.1,1.78,2.16,1.79,2.21,1.73,2.1
20,Madrid,Mutua Madrid Open,2024-04-27,WTA1000,Outdoor,Clay,3rd Round,3,Keys M.,Samsonova L.,20.0,17.0,2298.0,2550.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.91,1.91,1.97,1.93,2,1.93,1.94,1.86
20,Madrid,Mutua Madrid Open,2024-04-27,WTA1000,Outdoor,Clay,3rd Round,3,Haddad Maia B.,Navarro E.,14.0,23.0,2830.0,2158.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.2,1.67,2.3,1.69,2.31,1.7,2.22,1.66
20,Madrid,Mutua Madrid Open,2024-04-27,WTA1000,Outdoor,Clay,3rd Round,3,Gauff C.,Yastremska D.,3.0,34.0,7258.0,1597.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.11,6.5,1.13,7.32,1.13,7.32,1.11,6.45
20,Madrid,Mutua Madrid Open,2024-04-28,WTA1000,Outdoor,Clay,3rd Round,3,Rybakina E.,Sherif M.,4.0,72.0,6293.0,924.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.07,9.0,1.1,9.02,1.1,10.0,1.08,8.03
20,Madrid,Mutua Madrid Open,2024-04-28,WTA1000,Outdoor,Clay,3rd Round,3,Bejlek S.,Krueger A.,136.0,70.0,554.0,980.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,2.0,1.8,2.02,1.92,2.02,1.92,1.95,1.84
